unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location.latitude,location.longitude,location.human_address,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,road_ramp,due_date,vehicle_type,taxi_company_borough
51945298,2021-09-21T14:31:24Z,2021-09-21T23:17:57Z,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11414,84 STREET,84 STREET,84 STREET,165 AVENUE,84 STREET,165 AVENUE,INTERSECTION,NA,NA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-22T03:18:04Z,10 QUEENS,NA,QUEENS,1027046,175373,PHONE,Unspecified,QUEENS,40.64793162339269,-73.84577864852946,40.64793162339269,-73.84577864852946,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945299,2021-09-21T16:11:59Z,2021-09-22T02:19:51Z,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10473,926 BOYNTON AVENUE,BOYNTON AVENUE,STORY AVENUE,BRUCKNER BOULEVARD,STORY AVENUE,BRUCKNER BOULEVARD,ADDRESS,BRONX,BOYNTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-22T06:19:55Z,09 BRONX,2036530015,BRONX,1018359,238927,PHONE,Unspecified,BRONX,40.82240916133599,-73.87676120602241,40.82240916133599,-73.87676120602241,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945300,2021-09-21T18:48:20Z,2021-09-21T21:56:22Z,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11378,53-41 73 STREET,73 STREET,53 ROAD,GRAND AVENUE,53 ROAD,GRAND AVENUE,ADDRESS,MASPETH,73 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T01:56:26Z,05 QUEENS,4024910006,QUEENS,1014649,205234,PHONE,Unspecified,QUEENS,40.72994436443605,-73.89031817204825,40.72994436443605,-73.89031817204825,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945301,2021-09-21T21:49:33Z,NA,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10024,203 WEST   85 STREET,WEST   85 STREET,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-21T04:00:00Z,07 MANHATTAN,1012330028,MANHATTAN,990956,226049,PHONE,Unspecified,MANHATTAN,40.78712590687124,-73.97578348452544,40.78712590687124,-73.97578348452544,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945302,2021-09-21T15:16:24Z,2021-09-21T16:07:26Z,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10014,361 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST    4 STREET,SGT CHARLES H COCHRANE WAY,WEST    4 STREET,SGT CHARLES H COCHRANE WAY,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T20:07:29Z,02 MANHATTAN,1005920018,MANHATTAN,984078,206032,ONLINE,Unspecified,MANHATTAN,40.73218691412531,-74.00062060937441,40.73218691412531,-74.00062060937441,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945305,2021-09-21T12:56:00Z,NA,DOT,Department of Transportation,Street Light Condition,Lamppost Knocked Down,NA,NA,STATEN ISL EXPY,STATEN ISL EXPY,WESTERN AVE,NA,NA,NA,BLOCKFACE,NA,NA,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2021-09-20T12:56:00Z,0 Unspecified,NA,Unspecified,NA,NA,UNKNOWN,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51945307,2021-09-21T18:44:00Z,NA,DEP,Department of Environmental Protection,Industrial Waste,OTHER INDUSTRIAL WASTE PROBLEM (USE COMMENTS) FOR DEP INTERNAL USE ONLY (IZ),NA,10473,559 TAYLOR AVENUE,TAYLOR AVENUE,LACOMBE AVE,RANDALL AVE,NA,NA,ADDRESS,BRONX,NA,Open,NA,NA,09 BRONX,2035220052,BRONX,1022506,236698,PHONE,Unspecified,BRONX,40.816274204655606,-73.86179046338843,40.816274204655606,-73.86179046338843,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945308,2021-09-21T22:41:00Z,NA,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),NA,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVE,78 RD,NA,NA,ADDRESS,Fresh Meadows,NA,Open,NA,NA,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,40.72195913199264,-73.80969682426189,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945309,2021-09-21T17:27:00Z,2021-09-21T17:27:00Z,DSNY,Department of Sanitation,Storm,2S Bulk-Storm Related,Sidewalk,10028,207 EAST   83 STREET,EAST   83 STREET,3 AVENUE,2 AVENUE,NA,NA,ADDRESS,NEW YORK,NA,Closed,The Department of Sanitation removed the items.,2021-09-21T17:27:00Z,08 MANHATTAN,1015290105,MANHATTAN,996721,222250,ONLINE,Unspecified,MANHATTAN,40.776692406458814,-73.95497213610308,40.776692406458814,-73.95497213610308,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,DSNY Garage,NA,NA,NA,NA
51945312,2021-09-21T20:20:18Z,2021-09-21T21:02:10Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10301,211 DANIEL LOW TERRACE,DANIEL LOW TERRACE,BENZIGER AVENUE,CORSON AVENUE,BENZIGER AVENUE,CORSON AVENUE,ADDRESS,STATEN ISLAND,DANIEL LOW TERRACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-22T01:02:14Z,01 STATEN ISLAND,5000180006,STATEN ISLAND,962069,172123,PHONE,Unspecified,STATEN ISLAND,40.63908670242041,-74.07992170017354,40.63908670242041,-74.07992170017354,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945314,2021-09-21T17:41:00Z,NA,DSNY,Department of Sanitation,Storm,2S Bulk-Storm Related,Sidewalk,11206,62 MIDDLETON STREET,MIDDLETON STREET,LEE AVENUE,MARCY AVENUE,NA,NA,ADDRESS,BROOKLYN,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,01 BROOKLYN,3022400020,BROOKLYN,997094,194787,PHONE,Unspecified,BROOKLYN,40.70131276521226,-73.95367781606815,40.70131276521226,-73.95367781606815,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,DSNY Garage,NA,NA,NA,NA
51945315,2021-09-21T20:47:52Z,2021-09-21T20:47:52Z,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,NA,10306,842 TYSENS LANE,TYSENS LANE,NA,NA,NA,NA,ADDRESS,STATEN ISLAND,NA,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2021-09-21T04:00:00Z,03 STATEN ISLAND,5041300626,STATEN ISLAND,954291,142944,UNKNOWN,Unspecified,STATEN ISLAND,40.55897342591702,-74.10781765121455,40.55897342591702,-74.10781765121455,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945318,2021-09-21T21:37:20Z,2021-09-21T23:55:00Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11379,64-01 78 STREET,78 STREET,PENELOPE AVENUE,FURMANVILLE AVENUE,PENELOPE AVENUE,FURMANVILLE AVENUE,ADDRESS,MIDDLE VILLAGE,78 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-22T03:55:05Z,05 QUEENS,4030040001,QUEENS,1018573,201058,ONLINE,Unspecified,QUEENS,40.718467912125945,-73.8761814068279,40.718467912125945,-73.8761814068279,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945319,2021-09-21T21:34:14Z,2021-09-21T21:38:10Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11692,414 BEACH   58 STREET,BEACH   58 STREET,LAMINE SARR WAY,ALMEDA AVENUE,LAMINE SARR WAY,ALMEDA AVENUE,ADDRESS,ARVERNE,BEACH   58 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2021-09-22T01:38:12Z,14 QUEENS,4160020001,QUEENS,1043078,156317,ONLINE,Unspecified,QUEENS,40.59553505024263,-73.78817135704342,40.59553505024263,-73.78817135704342,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945320,2021-09-21T16:41:16Z,2021-09-21T17:26:58Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10031,32 ST NICHOLAS PLACE,ST NICHOLAS PLACE,WEST  151 STREET,WEST  152 STREET,WEST  151 STREET,WEST  152 STREET,ADDRESS,NEW YORK,ST NICHOLAS PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T21:27:04Z,09 MANHATTAN,1020540028,MANHATTAN,1000387,241027,MOBILE,Unspecified,MANHATTAN,40.828224178514546,-73.94169053008912,40.828224178514546,-73.94169053008912,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945321,2021-09-22T00:09:19Z,2021-09-22T05:12:08Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11434,119-47 177 STREET,177 STREET,BAISLEY BOULEVARD,120 AVENUE,BAISLEY BOULEVARD,120 AVENUE,ADDRESS,JAMAICA,177 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-22T09:12:14Z,12 QUEENS,4124690159,QUEENS,1048521,189214,PHONE,Unspecified,QUEENS,40.68579214334056,-73.76825883974921,40.68579214334056,-73.76825883974921,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945322,2021-09-21T17:05:10Z,2021-09-21T17:12:35Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11691,224 BEACH   27 STREET,BEACH   27 STREET,SEAGIRT AVENUE,SEAGIRT BOULEVARD,SEAGIRT AVENUE,SEAGIRT BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH   27 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2021-09-21T21:12:38Z,14 QUEENS,4158020030,QUEENS,1050823,156318,ONLINE,Unspecified,QUEENS,40.59548300361418,-73.76028317956062,40.59548300361418,-73.76028317956062,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945323,2021-09-21T23:18:39Z,2021-09-22T00:31:47Z,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,10018,505 WEST   37 STREET,WEST   37 STREET,10 AVENUE,AMTRAK-NORTHEAST LINE,10 AVENUE,AMTRAK-NORTHEAST LINE,ADDRESS,NEW YORK,WEST   37 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-22T04:31:52Z,04 MANHATTAN,1007090031,MANHATTAN,984775,214943,PHONE,Unspecified,MANHATTAN,40.75664536608036,-73.9981050025708,40.75664536608036,-73.9981050025708,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945325,2021-09-21T17:35:30Z,NA,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10456,587 EAST  167 STREET,EAST  167 STREET,NA,NA,NA,NA,ADDRESS,BRONX,NA,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-21T04:00:00Z,03 BRONX,2026140061,BRONX,1010642,241213,ONLINE,Unspecified,BRONX,40.82871000547055,-73.90463438330687,40.82871000547055,-73.90463438330687,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945326,2021-09-21T11:42:00Z,NA,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),NA,10014,144 BARROW STREET,BARROW STREET,WASHINGTON ST,JOE DIMAGGIO HWY,NA,NA,ADDRESS,NEW YORK,NA,Open,NA,NA,02 MANHATTAN,1006040030,MANHATTAN,981513,205958,ONLINE,Unspecified,MANHATTAN,40.731983380488494,-74.00987559693606,40.731983380488494,-74.00987559693606,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945327,2021-09-21T18:50:00Z,NA,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),NA,10024,32 WEST   82 STREET,WEST   82 STREET,CENTRAL PARK W,COLUMBUS AVE,NA,NA,ADDRESS,NEW YORK,NA,Open,NA,NA,07 MANHATTAN,1011950048,MANHATTAN,991928,224597,PHONE,Unspecified,MANHATTAN,40.78313976328299,-73.9722750857007,40.78313976328299,-73.9722750857007,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945328,2021-09-21T23:24:00Z,NA,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),NA,10310,316 BEMENT AVENUE,BEMENT AVENUE,CASTLETON AVE,OLIVIA CT,NA,NA,ADDRESS,STATEN ISLAND,NA,Open,NA,NA,01 STATEN ISLAND,5001630059,STATEN ISLAND,953116,170389,ONLINE,Unspecified,STATEN ISLAND,40.63430030003643,-74.11217276404354,40.63430030003643,-74.11217276404354,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945329,2021-09-21T15:54:36Z,2021-09-21T15:54:36Z,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,NA,11356,14-21 116 STREET,116 STREET,NA,NA,NA,NA,ADDRESS,College Point,NA,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2021-09-21T04:00:00Z,07 QUEENS,4040510006,QUEENS,1025443,225338,UNKNOWN,Unspecified,QUEENS,40.78508094810955,-73.85124951529987,40.78508094810955,-73.85124951529987,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945330,2021-09-21T21:18:22Z,2021-09-21T21:18:22Z,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,NA,10065,181 EAST   65 STREET,EAST   65 STREET,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2021-09-21T04:00:00Z,08 MANHATTAN,1014007501,MANHATTAN,994111,218191,UNKNOWN,Unspecified,MANHATTAN,40.76555480816159,-73.9644017716083,40.76555480816159,-73.9644017716083,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945331,2021-09-21T14:49:32Z,2021-09-21T14:49:32Z,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,NA,11385,1702 WOODBINE STREET,WOODBINE STREET,NA,NA,NA,NA,ADDRESS,Ridgewood,NA,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2021-09-21T04:00:00Z,05 QUEENS,4034570006,QUEENS,1009786,194838,UNKNOWN,Unspecified,QUEENS,40.7014252243809,-73.907903655631,40.7014252243809,-73.907903655631,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945332,2021-09-22T00:06:29Z,2021-09-22T01:30:56Z,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11228,10 AVENUE,10 AVENUE,10 AVENUE,82 STREET,10 AVENUE,82 STREET,INTERSECTION,NA,NA,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-22T05:30:59Z,10 BROOKLYN,NA,BROOKLYN,979211,165282,ONLINE,Unspecified,BROOKLYN,40.620335941581736,-74.0181512222614,40.620335941581736,-74.0181512222614,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945333,2021-09-21T20:11:27Z,2021-09-21T20:34:57Z,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10471,4580 HENRY HUDSON PARKWAY EAST,HENRY HUDSON PARKWAY EAST,HENRY HUDSON PARKWAY ET   21 NB,WEST  246 STREET,HENRY HUDSON PARKWAY ET   21 NB,WEST  246 STREET,ADDRESS,BRONX,HENRY HUDSON PARKWAY EAST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-22T00:35:01Z,08 BRONX,2058130133,BRONX,1009698,264668,ONLINE,Unspecified,BRONX,40.89308964897728,-73.90795640273717,40.89308964897728,-73.90795640273717,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945334,2021-09-21T20:01:09Z,2021-09-21T20:54:12Z,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11101,5-09 48 AVENUE,48 AVENUE,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,48 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T00:54:16Z,02 QUEENS,4000307501,QUEENS,996543,210502,ONLINE,Unspecified,QUEENS,40.74444741407468,-73.95563630613543,40.74444741407468,-73.95563630613543,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945335,2021-09-22T03:23:00Z,NA,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),NA,10013,65 MOTT STREET,MOTT STREET,BAYARD ST,CANAL ST,NA,NA,ADDRESS,NEW YORK,NA,Open,NA,NA,03 MANHATTAN,1002000027,MANHATTAN,984740,200161,ONLINE,Unspecified,MANHATTAN,40.71607243047622,-73.9982324123791,40.71607243047622,-73.9982324123791,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945339,2021-09-21T18:02:54Z,NA,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11106,35-27 28 STREET,28 STREET,NA,NA,NA,NA,ADDRESS,Astoria,NA,Open,The graffiti has been reported. The property owner will be notified that the City will remove the graffiti after 35 days unless the property owner requests to keep the graffiti or remove it himself or herself.,2021-09-21T18:02:54Z,01 QUEENS,4003400013,QUEENS,1003280,215711,UNKNOWN,Unspecified,QUEENS,40.75873286590828,-73.93130869534693,40.75873286590828,-73.93130869534693,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945340,2021-09-22T02:08:05Z,2021-09-22T03:06:41Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,859 THOMAS S BOYLAND STREET,THOMAS S BOYLAND STREET,RIVERDALE AVENUE,NEWPORT STREET,RIVERDALE AVENUE,NEWPORT STREET,ADDRESS,BROOKLYN,THOMAS S BOYLAND STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-22T07:06:50Z,16 BROOKLYN,3036000011,BROOKLYN,1008934,179545,PHONE,Unspecified,BROOKLYN,40.65945185025664,-73.91103243430723,40.65945185025664,-73.91103243430723,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945341,2021-09-21T15:19:46Z,2021-09-21T15:53:17Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,32-26 112 PLACE,112 PLACE,ASTORIA BOULEVARD,NORTHERN BOULEVARD,ASTORIA BOULEVARD,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,112 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T19:53:22Z,03 QUEENS,4017060022,QUEENS,1023844,215826,ONLINE,Unspecified,QUEENS,40.75898033573586,-73.85707963483367,40.75898033573586,-73.85707963483367,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945346,2021-09-22T00:40:18Z,2021-09-22T01:21:14Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,2824 MIDDLETOWN ROAD,MIDDLETOWN ROAD,MULFORD AVENUE,MAYFLOWER AVENUE,MULFORD AVENUE,MAYFLOWER AVENUE,ADDRESS,BRONX,MIDDLETOWN ROAD,Closed,The Police Department issued a summons in response to the complaint.,2021-09-22T05:21:18Z,10 BRONX,2053860021,BRONX,1029718,246618,ONLINE,Unspecified,BRONX,40.84346753911488,-73.83566810132116,40.84346753911488,-73.83566810132116,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945348,2021-09-21T20:36:52Z,2021-09-21T23:08:58Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11364,61-11 217 STREET,217 STREET,HORACE HARDING EXPRESSWAY,64 AVENUE,HORACE HARDING EXPRESSWAY,64 AVENUE,ADDRESS,OAKLAND GARDENS,217 STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-22T03:09:04Z,11 QUEENS,4076070048,QUEENS,1050668,211651,ONLINE,Unspecified,QUEENS,40.74736024811412,-73.76029608696174,40.74736024811412,-73.76029608696174,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945349,2021-09-21T20:06:41Z,2021-09-22T00:05:09Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,25-91 44 STREET,44 STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,ASTORIA,44 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-22T04:05:12Z,01 QUEENS,4007150008,QUEENS,1009500,218365,ONLINE,Unspecified,QUEENS,40.76600183370073,-73.90884682715027,40.76600183370073,-73.90884682715027,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945350,2021-09-21T22:29:00Z,NA,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",NA,10463,3021 HEATH AVENUE,HEATH AVENUE,W 230 ST,ALBANY CRES,NA,NA,ADDRESS,BRONX,NA,Open,NA,NA,08 BRONX,2032600064,BRONX,1011123,258562,PHONE,Unspecified,BRONX,40.876326375414884,-73.9028267829456,40.876326375414884,-73.9028267829456,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945352,2021-09-21T14:49:38Z,2021-09-21T15:38:02Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10022,110 EAST   58 STREET,EAST   58 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   58 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T19:38:06Z,05 MANHATTAN,1013127501,MANHATTAN,992674,216894,MOBILE,Unspecified,MANHATTAN,40.76199636384865,-73.9695909692336,40.76199636384865,-73.9695909692336,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945353,2021-09-21T17:29:52Z,2021-09-21T19:27:16Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10459,825 EAST  161 STREET,EAST  161 STREET,UNION AVENUE,PROSPECT AVENUE,UNION AVENUE,PROSPECT AVENUE,ADDRESS,BRONX,EAST  161 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T23:27:19Z,03 BRONX,2026777501,BRONX,1011354,238285,PHONE,Unspecified,BRONX,40.82067132599092,-73.90207345171925,40.82067132599092,-73.90207345171925,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945354,2021-09-21T19:15:43Z,2021-09-21T20:25:01Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,821 57 STREET,57 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,57 STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-22T00:25:08Z,12 BROOKLYN,3056867501,BROOKLYN,982270,171285,ONLINE,Unspecified,BROOKLYN,40.63681412369008,-74.00713401358979,40.63681412369008,-74.00713401358979,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945355,2021-09-21T17:51:51Z,2021-09-22T00:48:24Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,2020 GRAND CONCOURSE,GRAND CONCOURSE,EAST  179 STREET,BUSH STREET,EAST  179 STREET,BUSH STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2021-09-22T04:48:32Z,05 BRONX,2028120017,BRONX,1010804,249674,MOBILE,Unspecified,BRONX,40.851932486173034,-73.90401550775023,40.851932486173034,-73.90401550775023,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945356,2021-09-21T17:07:10Z,2021-09-21T17:45:58Z,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,40-18 97 STREET,97 STREET,FLUSHING LINE,40 ROAD,FLUSHING LINE,40 ROAD,ADDRESS,CORONA,97 STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T21:46:02Z,04 QUEENS,4016050007,QUEENS,1020755,212144,ONLINE,Unspecified,QUEENS,40.74888748557248,-73.86824980686025,40.74888748557248,-73.86824980686025,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
