unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,resolution_description,incident_zip,city,borough,latitude,longitude
52051116,2021-10-02T04:31:50Z,2021-10-02T07:20:16Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11372,JACKSON HEIGHTS,QUEENS,40.7505325174519,-73.8929767305771
52051119,2021-10-02T04:21:05Z,2021-10-02T07:54:45Z,NYPD,illegal parking,Double Parked Blocking Vehicle,Closed,The Police Department responded to the complaint and took action to fix the condition.,10454,BRONX,BRONX,40.80721409826392,-73.92840497419084
52051120,2021-10-02T05:35:04Z,2021-10-02T06:07:06Z,NYPD,illegal parking,Double Parked Blocking Vehicle,Closed,The Police Department reviewed your complaint and provided additional information below.,10040,NEW YORK,MANHATTAN,40.86405301055448,-73.92630472525741
52051123,2021-10-02T05:30:28Z,2021-10-02T06:02:38Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11219,BROOKLYN,BROOKLYN,40.62255241661782,-73.99896975155403
52051124,2021-10-02T04:21:17Z,2021-10-02T06:55:48Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11102,ASTORIA,QUEENS,40.76756541833179,-73.91861726165381
52051126,2021-10-02T05:39:05Z,2021-10-02T06:26:51Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11226,BROOKLYN,BROOKLYN,40.654468306915255,-73.96291133141843
52051127,2021-10-02T05:05:15Z,2021-10-02T14:01:27Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11208,BROOKLYN,BROOKLYN,40.68697183634492,-73.87889011844537
52051128,2021-10-02T04:47:49Z,2021-10-02T06:50:32Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11354,FLUSHING,QUEENS,40.76662240767543,-73.82388312211818
52051135,2021-10-02T04:33:29Z,2021-10-02T06:20:21Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11105,NA,QUEENS,40.7695595303075,-73.90606569782624
52051138,2021-10-02T05:27:49Z,2021-10-02T06:27:55Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department reviewed your complaint and provided additional information below.,11207,BROOKLYN,BROOKLYN,40.67991280470973,-73.88752337520393
52051139,2021-10-02T04:29:48Z,2021-10-02T06:35:40Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10462,BRONX,BRONX,40.83331007753354,-73.8482146044377
52051141,2021-10-02T05:26:24Z,2021-10-02T06:06:49Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10473,BRONX,BRONX,40.80638958312318,-73.85011461556662
52051142,2021-10-02T04:50:41Z,2021-10-02T06:02:43Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10459,BRONX,BRONX,40.829548409045366,-73.89654983563152
52051143,2021-10-02T05:42:03Z,2021-10-02T06:05:53Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10032,NEW YORK,MANHATTAN,40.84116810849943,-73.93625441191773
52051146,2021-10-02T05:36:10Z,2021-10-02T06:33:13Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11374,REGO PARK,QUEENS,40.727110499687754,-73.86115999604998
